PERSID,UNO,IVTT,OVTT,TOTTIME,TOTCOST,TDUMMY,CHOSEN,HHSIZE,MALE,NUMVEH,WORKERS,VEHWORK,NEWINC,AEMPDENS,POPDENS,DIST,AGE,WEIGHT,UNOTRN,UNOSHR 
860,1,32,4.9,36.9,0.74,1,1,4,1,2,2,1,70000,10.82,1.93,15.2,38,0.6426,0,1
860,1,39,57.5,96.5,2.5,1,0,4,1,2,2,1,70000,10.82,1.93,15.2,38,0.6426,1,0
861,1,35,6,41,3.17,1,0,4,1,4,2,2,50000,6.87,1.12,32.3,21,0.6426,0,0
861,1,43.2,8,51.2,1.06,1,1,4,1,4,2,2,50000,6.87,1.12,32.3,21,0.6426,0,1
861,1,62.9,36.2,99.1,4.25,1,0,4,1,4,2,2,50000,6.87,1.12,32.3,21,0.6426,1,0
862,1,21,3,24,1.19,1,1,1,0,1,1,1,30000,2.03,8.4,12.1,32,1.8362,0,0
862,1,24.4,4.9,29.3,0.59,1,0,1,0,1,1,1,30000,2.03,8.4,12.1,32,1.8362,0,1
862,1,31.1,41.9,73,2,1,0,1,0,1,1,1,30000,2.03,8.4,12.1,32,1.8362,1,0
863,1,20,3,23,1.2,1,1,1,0,1,1,1,30000,2.03,8.4,12.2,32,1.8362,0,0
863,1,23,5.2,28.2,0.6,1,0,1,0,1,1,1,30000,2.03,8.4,12.2,32,1.8362,0,1
863,1,31.6,48.2,79.8,2,1,0,1,0,1,1,1,30000,2.03,8.4,12.2,32,1.8362,1,0
864,1,46,7,53,2.17,1,1,3,1,2,1,2,47046.9,982.06,0.39,22.1,52,1.8362,0,0
864,1,50.3,9.4,59.7,1.08,1,0,3,1,2,1,2,47046.9,982.06,0.39,22.1,52,1.8362,0,1
864,1,44.8,32.4,77.2,4.25,1,0,3,1,2,1,2,47046.9,982.06,0.39,22.1,52,1.8362,1,0
865,1,8,4,12,0.32,1,0,7,1,1,1,1,30000,8.64,8.9,3.3,34,0.6426,0,0
865,1,10.4,5.6,16,0.16,1,1,7,1,1,1,1,30000,8.64,8.9,3.3,34,0.6426,0,1
865,1,43.8,44,87.8,1,1,0,7,1,1,1,1,30000,8.64,8.9,3.3,34,0.6426,1,0
866,1,12,5,17,0.48,1,1,2,0,2,2,1,50000,2.64,2.08,4.9,40,1.8362,0,0
866,1,14.6,7,21.6,0.24,1,0,2,0,2,2,1,50000,2.64,2.08,4.9,40,1.8362,0,1
866,1,33.9,41.4,75.3,1.25,1,0,2,0,2,2,1,50000,2.64,2.08,4.9,40,1.8362,1,0
867,1,8,5,13,0.32,1,1,3,0,2,2,1,50000,2.64,7.64,3.3,43,1.8362,0,0
867,1,10.4,7.3,17.7,0.16,1,0,3,0,2,2,1,50000,2.64,7.64,3.3,43,1.8362,0,1
867,1,25.5,27.1,52.6,1,1,0,3,0,2,2,1,50000,2.64,7.64,3.3,43,1.8362,1,0
868,1,37,6,43,1.44,1,0,2,0,2,2,1,50000,23.69,2.08,14.7,45,0.6426,0,0
868,1,40.9,8.4,49.3,0.72,1,1,2,0,2,2,1,50000,23.69,2.08,14.7,45,0.6426,0,1
868,1,54.3,32,86.3,3,1,0,2,0,2,2,1,50000,23.69,2.08,14.7,45,0.6426,1,0
869,1,36,4,40,1.55,1,1,2,0,2,2,1,50000,2.25,2.08,15.8,45,1.8362,0,0
869,1,39.8,6.3,46.1,0.78,1,0,2,0,2,2,1,50000,2.25,2.08,15.8,45,1.8362,0,1
869,1,68.8,57.6,126.4,4.5,1,0,2,0,2,2,1,50000,2.25,2.08,15.8,45,1.8362,1,0
870,1,33,4,37,1.57,1,1,2,0,2,2,1,50000,2.25,2.08,16,45,1.8362,0,0
870,1,37.4,5.9,43.3,0.79,1,0,2,0,2,2,1,50000,2.25,2.08,16,45,1.8362,0,1
870,1,71.1,63.1,134.2,2.5,1,0,2,0,2,2,1,50000,2.25,2.08,16,45,1.8362,1,0
871,1,31,3,34,2.18,1,0,4,0,3,2,1.5,50000,7.18,1.02,22.2,32,0.6426,0,0
871,1,34.6,5.2,39.8,1.09,1,1,4,0,3,2,1.5,50000,7.18,1.02,22.2,32,0.6426,0,1
871,1,39,40.8,79.8,3.3,1,0,4,0,3,2,1.5,50000,7.18,1.02,22.2,32,0.6426,1,0
872,1,29,4,33,1.94,1,0,4,0,3,2,1.5,50000,1.88,1.02,19.8,33,0.6426,0,0
872,1,32.5,6.3,38.8,0.97,1,1,4,0,3,2,1.5,50000,1.88,1.02,19.8,33,0.6426,0,1
872,1,45.9,43.5,89.4,4.2,1,0,4,0,3,2,1.5,50000,1.88,1.02,19.8,33,0.6426,1,0
873,1,34,4,38,1.74,1,1,3,0,2,2,1,30000,7.07,1.5,17.8,52,1.8362,0,0
873,1,37.7,6.3,44,0.87,1,0,3,0,2,2,1,30000,7.07,1.5,17.8,52,1.8362,0,1
873,1,57,34,91,2.3,1,0,3,0,2,2,1,30000,7.07,1.5,17.8,52,1.8362,1,0
874,1,7,4,11,0.36,0,0,5,1,1,2,0.5,30000,2.33,2.8,3.7,42,0.6426,0,0
874,1,9.2,5.6,14.8,0.18,0,1,5,1,1,2,0.5,30000,2.33,2.8,3.7,42,0.6426,0,1
874,1,11,23.7,34.7,1.25,0,0,5,1,1,2,0.5,30000,2.33,2.8,3.7,42,0.6426,1,0
875,1,4,4,8,0.16,0,1,4,1,1,3,0.3,50000,7.36,3.1,1.6,60,1.8362,0,0
875,1,5.9,5.9,11.8,0.08,0,0,4,1,1,3,0.3,50000,7.36,3.1,1.6,60,1.8362,0,1
875,1,3.1,22.6,25.7,0.5,0,0,4,1,1,3,0.3,50000,7.36,3.1,1.6,60,1.8362,1,0
876,1,4,4,8,0.16,0,1,4,1,1,3,0.3,50000,7.36,3.1,1.6,60,1.8362,0,0
876,1,5.6,5.6,11.2,0.08,0,0,4,1,1,3,0.3,50000,7.36,3.1,1.6,60,1.8362,0,1
876,1,3.1,22.6,25.7,0.5,0,0,4,1,1,3,0.3,50000,7.36,3.1,1.6,60,1.8362,1,0
877,1,4,4,8,0.16,0,1,4,1,1,3,0.3,50000,7.36,3.1,1.6,60,1.8362,0,0
877,1,6.3,6.3,12.6,0.08,0,0,4,1,1,3,0.3,50000,7.36,3.1,1.6,60,1.8362,0,1
877,1,3.1,22.6,25.7,0.5,0,0,4,1,1,3,0.3,50000,7.36,3.1,1.6,60,1.8362,1,0
878,1,3,3,6,0.14,0,0,3,1,1,2,0.5,50000,7.36,1.86,1.4,44,0.6426,0,0
878,1,4.9,4.9,9.8,0.07,0,1,3,1,1,2,0.5,50000,7.36,1.86,1.4,44,0.6426,0,1
878,1,5.3,28.6,33.9,0.5,0,0,3,1,1,2,0.5,50000,7.36,1.86,1.4,44,0.6426,1,0
879,1,4,3,7,0.14,0,0,3,1,1,2,0.5,50000,7.36,1.86,1.4,44,0.6426,0,0
879,1,6.3,5.2,11.5,0.07,0,1,3,1,1,2,0.5,50000,7.36,1.86,1.4,44,0.6426,0,1
879,1,1.9,22.3,24.2,0.5,0,0,3,1,1,2,0.5,50000,7.36,1.86,1.4,44,0.6426,1,0
880,1,13,2,15,0.8,1,1,3,0,1,2,0.5,50000,1.15,1.86,8.2,42,1.8362,0,0
880,1,16.5,3.1,19.6,0.4,1,0,3,0,1,2,0.5,50000,1.15,1.86,8.2,42,1.8362,0,1
880,1,48,76.7,124.7,2.5,1,0,3,0,1,2,0.5,50000,1.15,1.86,8.2,42,1.8362,1,0
881,1,48,5,53,2.71,1,0,1,0,1,1,1,90000,66.2,0.5,25.4,39,0.2982,0,0
881,1,52.4,7.3,59.7,1.36,1,0,1,0,1,1,1,90000,66.2,0.5,25.4,39,0.2982,0,1
881,1,55.1,32,87.1,3.65,1,1,1,0,1,1,1,90000,66.2,0.5,25.4,39,0.2982,1,0
882,1,45,5,50,2.67,1,0,1,0,1,1,1,90000,66.2,0.5,25,39,0.2982,0,0
882,1,50.4,7,57.4,1.34,1,0,1,0,1,1,1,90000,66.2,0.5,25,39,0.2982,0,1
882,1,41,31.7,72.7,3.65,1,1,1,0,1,1,1,90000,66.2,0.5,25,39,0.2982,1,0
883,1,46,4,50,1.75,1,1,5,1,2,2,1,90000,5.69,2.08,17.9,45,1.8362,0,0
883,1,51.5,5.9,57.4,0.88,1,0,5,1,2,2,1,90000,5.69,2.08,17.9,45,1.8362,0,1
883,1,76.2,44.9,121.1,2.25,1,0,5,1,2,2,1,90000,5.69,2.08,17.9,45,1.8362,1,0
884,1,7,3,10,0.36,0,1,3,1,3,3,1,68887.1,2.33,1.08,3.7,49,1.8362,0,0
884,1,9.2,4.9,14.1,0.18,0,0,3,1,3,3,1,68887.1,2.33,1.08,3.7,49,1.8362,0,1
884,1,10,22.2,32.2,0.9,0,0,3,1,3,3,1,68887.1,2.33,1.08,3.7,49,1.8362,1,0
885,1,34,2,36,2.3,1,1,3,1,3,3,1,68887.1,0.41,1.08,23.5,49,1.8362,0,0
885,1,42,3.1,45.1,1.15,1,0,3,1,3,3,1,68887.1,0.41,1.08,23.5,49,1.8362,0,1
885,1,84,49.5,133.5,10.05,1,0,3,1,3,3,1,68887.1,0.41,1.08,23.5,49,1.8362,1,0
886,1,16,3,19,3.8,0,1,3,0,3,3,1,68887.1,6.26,1.08,8.2,24,1.8362,0,0
886,1,19,4.9,23.9,1.9,0,0,3,0,3,3,1,68887.1,6.26,1.08,8.2,24,1.8362,0,1
886,1,18.5,27,45.5,1.55,0,0,3,0,3,3,1,68887.1,6.26,1.08,8.2,24,1.8362,1,0
887,1,36,5,41,2.1,1,0,2,0,2,2,1,50000,66.2,1.87,19.2,35,0.2982,0,0
887,1,40.6,7,47.6,1.05,1,0,2,0,2,2,1,50000,66.2,1.87,19.2,35,0.2982,0,1
887,1,38.4,34.2,72.6,2.5,1,1,2,0,2,2,1,50000,66.2,1.87,19.2,35,0.2982,1,0
888,1,19,4,23,1.07,1,1,2,0,2,1,2,70000,7.07,3.1,10.9,59,1.8362,0,0
888,1,22.2,5.9,28.1,0.54,1,0,2,0,2,1,2,70000,7.07,3.1,10.9,59,1.8362,0,1
888,1,59.2,46.2,105.4,4,1,0,2,0,2,1,2,70000,7.07,3.1,10.9,59,1.8362,1,0
889,1,28,6,34,4.8,1,0,2,1,1,1,1,90000,210.12,1.01,19.1,67,0.2982,0,0
889,1,34.7,8,42.7,2.41,1,0,2,1,1,1,1,90000,210.12,1.01,19.1,67,0.2982,0,1
889,1,52.8,26.4,79.2,2,1,1,2,1,1,1,1,90000,210.12,1.01,19.1,67,0.2982,1,0
890,1,44,6,50,4.83,1,0,2,1,1,1,1,90000,210.12,1.01,19.4,67,0.2982,0,0
890,1,48.2,8.4,56.6,2.42,1,0,2,1,1,1,1,90000,210.12,1.01,19.4,67,0.2982,0,1
890,1,38.9,26.7,65.6,1.25,1,1,2,1,1,1,1,90000,210.12,1.01,19.4,67,0.2982,1,0
891,1,51,2,53,3.76,1,0,3,1,1,3,0.3,30000,1.72,0.5,38.4,24,0.6426,0,0
891,1,62.7,3.1,65.8,1.88,1,1,3,1,1,3,0.3,30000,1.72,0.5,38.4,24,0.6426,0,1
891,1,91,40.9,131.9,6.95,1,0,3,1,1,3,0.3,30000,1.72,0.5,38.4,24,0.6426,1,0
892,1,37,3,40,2.33,1,1,2,0,2,2,1,50000,0.89,3.02,23.8,30,1.8362,0,0
892,1,45.7,4.4,50.1,1.17,1,0,2,0,2,2,1,50000,0.89,3.02,23.8,30,1.8362,0,1
892,1,60.5,42.1,102.6,3.7,1,0,2,0,2,2,1,50000,0.89,3.02,23.8,30,1.8362,1,0
893,1,32,5,37,1.88,1,1,2,1,2,2,1,50000,66.2,3.02,19.2,32,1.8362,0,0
893,1,36.3,7,43.3,0.94,1,0,2,1,2,2,1,50000,66.2,3.02,19.2,32,1.8362,0,1
893,1,41.5,69.5,111,3,1,0,2,1,2,2,1,50000,66.2,3.02,19.2,32,1.8362,1,0
894,1,37,4,41,2.45,1,1,1,0,1,1,1,47046.9,2.43,6.29,25,28,1.8362,0,0
894,1,41.7,5.9,47.6,1.23,1,0,1,0,1,1,1,47046.9,2.43,6.29,25,28,1.8362,0,1
894,1,73.6,50.2,123.8,4,1,0,1,0,1,1,1,47046.9,2.43,6.29,25,28,1.8362,1,0
895,1,15,2,17,0.65,0,1,2,1,1,2,0.5,50000,0.15,1.22,6.6,42,1.8362,0,0
895,1,17.8,4.2,22,0.33,0,0,2,1,1,2,0.5,50000,0.15,1.22,6.6,42,1.8362,0,1
895,1,10,101.5,111.5,1.95,0,0,2,1,1,2,0.5,50000,0.15,1.22,6.6,42,1.8362,1,0
896,1,7,6,13,0.27,0,1,3,0,3,2,1.5,30000,6.96,5.45,2.8,69,1.8362,0,0
896,1,9.2,8,17.2,0.14,0,0,3,0,3,2,1.5,30000,6.96,5.45,2.8,69,1.8362,0,1
896,1,10,27.5,37.5,1.5,0,0,3,0,3,2,1.5,30000,6.96,5.45,2.8,69,1.8362,1,0
897,1,7,6,13,0.26,0,1,3,0,3,2,1.5,30000,6.96,5.45,2.7,69,1.8362,0,0
897,1,9.2,8,17.2,0.13,0,0,3,0,3,2,1.5,30000,6.96,5.45,2.7,69,1.8362,0,1
897,1,10,27.5,37.5,1.5,0,0,3,0,3,2,1.5,30000,6.96,5.45,2.7,69,1.8362,1,0
898,1,32,6,38,2.17,1,1,2,1,2,2,1,30000,952.15,1.53,22.1,47,1.8362,0,0
898,1,39.6,8,47.6,1.08,1,0,2,1,2,2,1,30000,952.15,1.53,22.1,47,1.8362,0,1
898,1,53.9,37.2,91.1,1.75,1,0,2,1,2,2,1,30000,952.15,1.53,22.1,47,1.8362,1,0
899,1,28,7,35,6.65,0,0,2,0,2,2,1,65093.8,952.15,3.75,17.2,34,0.2982,0,0
899,1,34.7,9.2,43.9,3.32,0,0,2,0,2,2,1,65093.8,952.15,3.75,17.2,34,0.2982,0,1
899,1,33,41.3,74.3,3.45,0,1,2,0,2,2,1,65093.8,952.15,3.75,17.2,34,0.2982,1,0
900,1,19,2,21,1.38,1,1,2,1,2,1,2,50000,3.91,3.1,14.1,31,1.8362,0,0
900,1,23.8,3.1,26.9,0.69,1,0,2,1,2,1,2,50000,3.91,3.1,14.1,31,1.8362,0,1
900,1,45,44.7,89.7,4.25,1,0,2,1,2,1,2,50000,3.91,3.1,14.1,31,1.8362,1,0
901,1,45,5,50,4.04,1,0,5,0,2,3,0.7,70000,258.72,0.59,19.4,46,0.2982,0,0
901,1,50.4,7,57.4,2.02,1,0,5,0,2,3,0.7,70000,258.72,0.59,19.4,46,0.2982,0,1
901,1,32.8,23.9,56.7,3.35,1,1,5,0,2,3,0.7,70000,258.72,0.59,19.4,46,0.2982,1,0
902,1,31,6,37,1.61,1,0,5,1,2,3,0.7,70000,8.63,0.59,15.7,47,0.2982,0,0
902,1,35.2,8.1,43.3,0.81,1,0,5,1,2,3,0.7,70000,8.63,0.59,15.7,47,0.2982,0,1
902,1,35.2,29.6,64.8,2.6,1,1,5,1,2,3,0.7,70000,8.63,0.59,15.7,47,0.2982,1,0
903,1,33,6,39,1.67,1,0,5,1,2,3,0.7,70000,8.63,0.59,16.3,47,0.2982,0,0
903,1,36.7,8.4,45.1,0.84,1,0,5,1,2,3,0.7,70000,8.63,0.59,16.3,47,0.2982,0,1
903,1,35.2,29.1,64.3,3.6,1,1,5,1,2,3,0.7,70000,8.63,0.59,16.3,47,0.2982,1,0
904,1,39,5,44,4.05,1,0,5,1,2,3,0.7,70000,258.72,0.59,19.5,21,0.2982,0,0
904,1,48.1,6.8,54.9,2.02,1,0,5,1,2,3,0.7,70000,258.72,0.59,19.5,21,0.2982,0,1
904,1,28.8,24,52.8,3.45,1,1,5,1,2,3,0.7,70000,258.72,0.59,19.5,21,0.2982,1,0
905,1,47,5,52,4.09,1,0,5,1,2,3,0.7,70000,258.72,0.59,19.9,21,0.2982,0,0
905,1,51.4,7.3,58.7,2.04,1,0,5,1,2,3,0.7,70000,258.72,0.59,19.9,21,0.2982,0,1
905,1,34.8,24.7,59.5,3.35,1,1,5,1,2,3,0.7,70000,258.72,0.59,19.9,21,0.2982,1,0
906,1,4,3,7,0.15,0,0,5,0,3,2,1.5,50840.3,0.55,2.8,1.5,40,0.6426,0,0
906,1,5.9,4.9,10.8,0.07,0,1,5,0,3,2,1.5,50840.3,0.55,2.8,1.5,40,0.6426,0,1
906,1,14.6,24.8,39.4,0.75,0,0,5,0,3,2,1.5,50840.3,0.55,2.8,1.5,40,0.6426,1,0
907,1,14,3,17,0.96,0,1,4,0,3,3,1,50000,0.2,3.1,9.8,39,1.8362,0,0
907,1,17.7,4.4,22.1,0.48,0,0,4,0,3,3,1,50000,0.2,3.1,9.8,39,1.8362,0,1
907,1,15,23.7,38.7,2.6,0,0,4,0,3,3,1,50000,0.2,3.1,9.8,39,1.8362,1,0
908,1,4,4,8,0.15,1,1,4,1,3,2,1.5,30000,5.54,21.79,1.5,25,1.8362,0,0
908,1,6.3,6.3,12.6,0.07,1,0,4,1,3,2,1.5,30000,5.54,21.79,1.5,25,1.8362,0,1
908,1,9.3,27.4,36.7,0.6,1,0,4,1,3,2,1.5,30000,5.54,21.79,1.5,25,1.8362,1,0
909,1,4,4,8,0.15,1,1,4,1,3,2,1.5,30000,5.54,21.79,1.5,25,1.8362,0,0
909,1,5.6,5.6,11.2,0.07,1,0,4,1,3,2,1.5,30000,5.54,21.79,1.5,25,1.8362,0,1
909,1,9.3,32.4,41.7,0.6,1,0,4,1,3,2,1.5,30000,5.54,21.79,1.5,25,1.8362,1,0
910,1,30,6,36,1.92,1,0,2,0,3,2,1.5,115000,8.63,5.27,19.6,50,0.6426,0,0
910,1,37.2,8,45.2,0.96,1,1,2,0,3,2,1.5,115000,8.63,5.27,19.6,50,0.6426,0,1
910,1,78.7,45,123.7,2.4,1,0,2,0,3,2,1.5,115000,8.63,5.27,19.6,50,0.6426,1,0
911,1,34,6,40,1.4,1,0,2,0,3,2,1.5,115000,8.63,5.27,14.3,50,0.6426,0,0
911,1,38.5,8.1,46.6,0.7,1,1,2,0,3,2,1.5,115000,8.63,5.27,14.3,50,0.6426,0,1
911,1,62.7,26.4,89.1,1.5,1,0,2,0,3,2,1.5,115000,8.63,5.27,14.3,50,0.6426,1,0
912,1,30,6,36,1.92,1,0,2,1,3,2,1.5,115000,8.63,5.27,19.6,65,0.6426,0,0
912,1,37.2,8,45.2,0.96,1,1,2,1,3,2,1.5,115000,8.63,5.27,19.6,65,0.6426,0,1
912,1,78.1,48.1,126.2,2.4,1,0,2,1,3,2,1.5,115000,8.63,5.27,19.6,65,0.6426,1,0
913,1,34,6,40,1.4,1,0,2,1,3,2,1.5,115000,8.63,5.27,14.3,65,0.6426,0,0
913,1,38.5,8.1,46.6,0.7,1,1,2,1,3,2,1.5,115000,8.63,5.27,14.3,65,0.6426,0,1
913,1,62.7,26.4,89.1,1.5,1,0,2,1,3,2,1.5,115000,8.63,5.27,14.3,65,0.6426,1,0
914,1,33,3,36,1.93,0,0,4,1,2,1,2,30000,13.08,2.18,19.7,36,0.6426,0,0
914,1,37.4,4.9,42.3,0.96,0,1,4,1,2,1,2,30000,13.08,2.18,19.7,36,0.6426,0,1
914,1,16.9,49,65.9,2.85,0,0,4,1,2,1,2,30000,13.08,2.18,19.7,36,0.6426,1,0
915,1,21,4,25,1.09,1,0,4,1,2,2,1,50000,6.06,2.53,11.1,46,0.6426,0,0
915,1,26.2,5.6,31.8,0.55,1,1,4,1,2,2,1,50000,6.06,2.53,11.1,46,0.6426,0,1
915,1,64.2,51,115.2,4.75,1,0,4,1,2,2,1,50000,6.06,2.53,11.1,46,0.6426,1,0
916,1,9,2,11,0.41,0,1,4,1,2,2,1,50000,4.21,2.53,4.2,46,1.8362,0,0
916,1,11.5,4.2,15.7,0.2,0,0,4,1,2,2,1,50000,4.21,2.53,4.2,46,1.8362,0,1
916,1,4.4,38.8,43.2,1,0,0,4,1,2,2,1,50000,4.21,2.53,4.2,46,1.8362,1,0
917,1,11,4,15,0.44,1,1,4,0,4,3,1.3,70000,0.96,5.1,4.5,44,1.8362,0,0
917,1,13.5,5.9,19.4,0.22,1,0,4,0,4,3,1.3,70000,0.96,5.1,4.5,44,1.8362,0,1
917,1,24.4,35.6,60,0.6,1,0,4,0,4,3,1.3,70000,0.96,5.1,4.5,44,1.8362,1,0
918,1,12,4,16,0.41,1,1,4,0,4,3,1.3,70000,0.96,5.1,4.2,44,1.8362,0,0
918,1,14.6,6.3,20.9,0.21,1,0,4,0,4,3,1.3,70000,0.96,5.1,4.2,44,1.8362,0,1
918,1,24.5,35.6,60.1,0.6,1,0,4,0,4,3,1.3,70000,0.96,5.1,4.2,44,1.8362,1,0
919,1,17,4,21,0.86,0,1,3,0,3,3,1,115000,11.91,3.81,8.8,54,1.8362,0,0
919,1,20,5.9,25.9,0.43,0,0,3,0,3,3,1,115000,11.91,3.81,8.8,54,1.8362,0,1
919,1,31,33.8,64.8,1,0,0,3,0,3,3,1,115000,11.91,3.81,8.8,54,1.8362,1,0
920,1,5,3,8,0.23,1,1,3,1,3,3,1,115000,5.83,3.81,2.3,21,1.8362,0,0
920,1,6.8,4.4,11.2,0.12,1,0,3,1,3,3,1,115000,5.83,3.81,2.3,21,1.8362,0,1
920,1,49.3,61.5,110.8,2.75,1,0,3,1,3,3,1,115000,5.83,3.81,2.3,21,1.8362,1,0
921,1,5,3,8,0.22,1,1,3,1,3,3,1,115000,5.83,3.81,2.2,21,1.8362,0,0
921,1,6.8,4.4,11.2,0.11,1,0,3,1,3,3,1,115000,5.83,3.81,2.2,21,1.8362,0,1
921,1,48.6,73.2,121.8,3,1,0,3,1,3,3,1,115000,5.83,3.81,2.2,21,1.8362,1,0
922,1,5,3,8,0.23,1,1,3,1,3,3,1,115000,5.83,3.81,2.3,21,1.8362,0,0
922,1,7,4.9,11.9,0.12,1,0,3,1,3,3,1,115000,5.83,3.81,2.3,21,1.8362,0,1
922,1,35.7,61.8,97.5,2.75,1,0,3,1,3,3,1,115000,5.83,3.81,2.3,21,1.8362,1,0
923,1,52,4,56,2.86,1,1,3,1,2,1,2,70000,7.07,1.86,29.2,60,1.8362,0,0
923,1,58,5.9,63.9,1.43,1,0,3,1,2,1,2,70000,7.07,1.86,29.2,60,1.8362,0,1
923,1,69.8,66.3,136.1,4.75,1,0,3,1,2,1,2,70000,7.07,1.86,29.2,60,1.8362,1,0
924,1,33,2,35,2.16,1,1,4,1,2,2,1,70000,2.3,2.98,22,41,1.8362,0,0
924,1,37.4,3.8,41.2,1.08,1,0,4,1,2,2,1,70000,2.3,2.98,22,41,1.8362,0,1
924,1,100.3,54.7,155,5,1,0,4,1,2,2,1,70000,2.3,2.98,22,41,1.8362,1,0
925,1,37,7,44,3.59,1,0,3,1,2,1,2,70000,42.54,6.29,14.8,51,0.2982,0,0
925,1,41.7,9.2,50.9,1.8,1,0,3,1,2,1,2,70000,42.54,6.29,14.8,51,0.2982,0,1
925,1,30,22.3,52.3,2.95,1,1,3,1,2,1,2,70000,42.54,6.29,14.8,51,0.2982,1,0
926,1,40,7,47,3.68,1,0,3,1,2,1,2,70000,42.54,6.29,15.7,51,0.2982,0,0
926,1,44,9.4,53.4,1.84,1,0,3,1,2,1,2,70000,42.54,6.29,15.7,51,0.2982,0,1
926,1,36.6,24.8,61.4,3.7,1,1,3,1,2,1,2,70000,42.54,6.29,15.7,51,0.2982,1,0
927,1,39,4,43,2.82,1,1,3,1,3,2,1.5,50000,1.28,5.1,28.8,49,1.8362,0,0
927,1,48.1,5.6,53.7,1.41,1,0,3,1,3,2,1.5,50000,1.28,5.1,28.8,49,1.8362,0,1
927,1,77.1,90.7,167.8,3.15,1,0,3,1,3,2,1.5,50000,1.28,5.1,28.8,49,1.8362,1,0
928,1,17,4,21,1.04,1,1,2,1,2,1,2,50000,4.14,2.84,10.6,32,1.8362,0,0
928,1,21.4,5.6,27,0.52,1,0,2,1,2,1,2,50000,4.14,2.84,10.6,32,1.8362,0,1
928,1,64.5,34.2,98.7,3.85,1,0,2,1,2,1,2,50000,4.14,2.84,10.6,32,1.8362,1,0
929,1,14,3,17,0.69,0,1,2,0,2,1,2,90000,1.86,2.08,7,56,1.8362,0,0
929,1,16.8,4.9,21.7,0.34,0,0,2,0,2,1,2,90000,1.86,2.08,7,56,1.8362,0,1
929,1,7,36.7,43.7,2.4,0,0,2,0,2,1,2,90000,1.86,2.08,7,56,1.8362,1,0
930,1,28,3,31,1.69,1,1,4,1,2,2,1,50000,6.36,2.08,17.2,40,1.8362,0,0
930,1,32,4.9,36.9,0.84,1,0,4,1,2,2,1,50000,6.36,2.08,17.2,40,1.8362,0,1
930,1,73,68.1,141.1,5.25,1,0,4,1,2,2,1,50000,6.36,2.08,17.2,40,1.8362,1,0
931,1,13,3,16,0.54,1,1,4,1,2,3,0.7,50000,1.71,2.8,5.5,44,1.8362,0,0
931,1,15.7,4.9,20.6,0.27,1,0,4,1,2,3,0.7,50000,1.71,2.8,5.5,44,1.8362,0,1
931,1,50.2,42.4,92.6,2.75,1,0,4,1,2,3,0.7,50000,1.71,2.8,5.5,44,1.8362,1,0
932,1,16,2,18,1.01,0,1,3,0,1,1,1,47046.9,1.18,2.85,10.3,42,1.8362,0,0
932,1,19,3.8,22.8,0.51,0,0,3,0,1,1,1,47046.9,1.18,2.85,10.3,42,1.8362,0,1
932,1,4,44.2,48.2,3.35,0,0,3,0,1,1,1,47046.9,1.18,2.85,10.3,42,1.8362,1,0
933,1,17,2,19,1.1,0,1,3,0,1,1,1,47046.9,1.18,2.85,11.2,42,1.8362,0,0
933,1,21.4,3.1,24.5,0.55,0,0,3,0,1,1,1,47046.9,1.18,2.85,11.2,42,1.8362,0,1
933,1,7,44.2,51.2,3.45,0,0,3,0,1,1,1,47046.9,1.18,2.85,11.2,42,1.8362,1,0
934,1,3,4,7,0.13,0,0,3,0,2,2,1,90000,7.75,10.01,1.3,35,0.6426,0,0
934,1,5.2,6.3,11.5,0.07,0,1,3,0,2,2,1,90000,7.75,10.01,1.3,35,0.6426,0,1
934,1,6.1,30.1,36.2,0.5,0,0,3,0,2,2,1,90000,7.75,10.01,1.3,35,0.6426,1,0
935,1,10,4,14,0.31,1,0,3,0,3,2,1.5,115000,24.96,7.23,3.2,36,0.6426,0,0
935,1,12.5,5.9,18.4,0.15,1,1,3,0,3,2,1.5,115000,24.96,7.23,3.2,36,0.6426,0,1
935,1,26,44.6,70.6,1.75,1,0,3,0,3,2,1.5,115000,24.96,7.23,3.2,36,0.6426,1,0
936,1,43,6,49,1.49,1,1,5,1,3,4,0.8,50000,210.12,2.08,15.2,45,1.8362,0,0
936,1,47.2,8.4,55.6,0.74,1,0,5,1,3,4,0.8,50000,210.12,2.08,15.2,45,1.8362,0,1
936,1,41.8,30.6,72.4,1.5,1,0,5,1,3,4,0.8,50000,210.12,2.08,15.2,45,1.8362,1,0
937,1,33,7,40,2.01,0,1,2,1,2,2,1,90000,175.08,3.2,20.5,35,1.8362,0,0
937,1,36.7,9.4,46.1,1,0,0,2,1,2,2,1,90000,175.08,3.2,20.5,35,1.8362,0,1
937,1,43,28.1,71.1,3.3,0,0,2,1,2,2,1,90000,175.08,3.2,20.5,35,1.8362,1,0
938,1,33,8,41,7.64,0,1,5,1,4,3,1.3,115000,471.01,4.43,16.7,49,1.8362,0,0
938,1,37.4,10.3,47.7,3.82,0,0,5,1,4,3,1.3,115000,471.01,4.43,16.7,49,1.8362,0,1
938,1,33,44.1,77.1,3.55,0,0,5,1,4,3,1.3,115000,471.01,4.43,16.7,49,1.8362,1,0
939,1,40,8,48,7.74,1,1,5,1,4,3,1.3,115000,471.01,4.43,17.8,49,1.8362,0,0
939,1,44,10.4,54.4,3.87,1,0,5,1,4,3,1.3,115000,471.01,4.43,17.8,49,1.8362,0,1
